Review,Date,Month,Year,Sentiment Score
-Great storage-Low price-Good transfer rate-Respond and read time is good-almost 14.8 will be available for user usage,02-11-14,November,2014.0,4
"Not much more to say, really. Work, is faster than my Class 4 16GB card and provides the space to copy DSLR photos (when I hook the phone to my Nikon 5100 with the USB host cable)",10-01-13,January,2013.0,5
"It's a memory card, stores memory well, no problems after 2 months of use in my Note 2. Great price online.",03-02-14,February,2014.0,5
"I had this for my smart phone and it kept dismounting itself.  I did some research and found out that there are others experiencing the same problem.  So, I returned this and got Transcend instead.  Transcend works fine with no problem.",30-07-13,July,2013.0,3
Great product! came with an adapter to plug into a camera or a regular sized card reader. The ultra allows for faster uploads and downloads onto the card!  Great for pictures and apps!,06-06-13,June,2013.0,5
"I bought this primarily to use in my Surface Pro. It would randomly dismount itself. I do not know if it was the Surface's fault or the card's fault. Upon doing a little internet searching, I found this to be a common problem with Sandisk cards and the Surface Pro. I used another brand microSDXC and it has worked fine.",30-01-14,January,2014.0,3
"This card was used in a phone without a large amount of write stress (which does shorten the life of the card - it was not written to over and over in the phone).The card is now totally unwriteable - on a Mac, a Linux machine, or the phone - writes all ""seem"" to succeed but even low-level reformats don't actually *do* anything - the exact same files are there after every change, untouchable and frozen forever.10 months of use out of a memory card and then a really weird failure like this (neither the Mac, Linux machine, or phone reports any error) is not acceptable quality from SanDisk.",11-10-13,October,2013.0,1
...and they're right!This microSDHC card is fast. I started formatting it a little behind another class 10 card (not a UHS-1) card and it formatted all 32GB ahead of the Transcend 16GB card - which is no slouch either! It's the fastest flash card I've sent yet. I doubt you will be disappointed unless you're an alien with more advanced technology.,03-11-13,November,2013.0,5
I cannot gauge if its better or faster than a class 4 or 6. I use it in my mobile and it saves pictures just as quickly. Dont see a difference. But it has advertised capacity and works ok.,20-01-13,January,2013.0,3
"Just great, I hadn't been problems with my memory and I use it with my S3 all the time, so its great.",03-07-13,July,2013.0,5
There's not much to be said for this except that it works as advertised.  I'm happy with the purchase and would buy again.,30-12-12,December,2012.0,4
As an photographer I rely on high quality cards for my images...this one does the job and then some.  Two thumbs up !!,12-05-12,May,2012.0,4
Been using it for a month and everything works fine.I have my SD card encrypted and it does take a little bit longer to transfer.It does get warm when I transfer files for more than 2 minutes but I have not had any performance issues with it.Overall 5/5,07-09-13,September,2013.0,5
"This is my 4th unit that I had purchased from SanDisk. Used it in a Sony Z Tablet, Note 2, S4, Q10 and most recently the Sony Z1 smartphone. Data transfer speeds are quick and you get consistent transfers without any errors.A worth buy!",31-01-14,January,2014.0,5
"Sandisk is a popular brand name product, which I have used for years. I bought this for my new camera, for recording video, and it has worked well so far.. have not tried it with my gopro camera yet.  It may be a little slow for fast action videos.",01-02-14,February,2014.0,4
